1000050,298,16,0,A
1000050,298,24,0,A
1000050,298,25,4,A
1000050,298,27,0,A
1000050,298,37,0,D
1000050,298,39,0,A
1000050,298,40,0,A
1000050,298,45,0,D
1000050,298,51,0,A
1000050,298,59,0,A
1000050,298,68,0,D
1000050,298,69,0,A
1000050,298,71,0,A
1000050,298,87,0,A
1000050,298,97,0,D
1000050,299,15,5,A
1000050,299,16,5,A
1000050,299,24,0,A
1000050,299,25,0,A
1000050,299,27,5,A
1000050,299,37,0,D
1000050,299,39,0,A
1000050,299,40,0,A
1000050,299,45,5,D
1000050,299,51,5,A
1000050,299,59,0,A
1000050,299,68,0,D
1000050,299,69,0,A
1000050,299,71,0,A
1000050,299,87,0,A
1000050,299,97,0,D
1000050,300,15,0,A
1000050,300,16,0,A
1000050,300,24,0,A
1000050,300,25,0,A
1000050,300,27,5,A
1000050,300,37,5,D
1000050,300,39,0,A
1000050,300,40,0,A
1000050,300,45,5,D
1000050,300,51,5,A
1000050,300,59,5,A
1000050,300,68,0,D
1000050,300,69,5,A
1000050,300,71,0,A
1000050,300,87,0,A
1000050,300,97,0,D
1000050,304,15,5,A
1000050,304,16,5,A
1000050,304,24,0,A
1000050,304,25,0,A
1000050,304,27,0,A
1000050,304,37,5,D
1000050,304,39,0,A
1000050,304,40,0,A
1000050,304,45,5,D
1000050,304,51,5,A
1000050,304,59,0,A
1000050,304,68,5,D
1000050,304,69,0,A
1000050,304,71,0,A
1000050,304,87,0,A
1000050,304,97,5,D
1000050,304,98,5,0
1000050,306,15,0,A
1000050,306,16,0,A
1000050,306,24,0,A
1000050,306,25,0,A
1000050,306,27,0,A
1000050,306,37,0,D
1000050,306,39,0,A
1000050,306,40,0,A
1000050,306,45,6,D
1000050,306,51,0,A
1000050,306,59,0,A
1000050,306,68,0,D
1000050,306,69,0,A
1000050,306,71,0,A
1000050,306,87,0,A
1000050,306,97,0,D
1000050,306,98,5,0
1000050,309,15,0,A
1000050,309,16,0,A
1000050,309,24,0,A
1000050,309,25,0,A
1000050,309,27,0,A
1000050,309,37,0,D
1000050,309,39,0,A
1000050,309,40,0,A
1000050,309,45,3,D
1000050,309,51,0,A
1000050,309,59,0,A
1000050,309,68,0,D
1000050,309,69,0,A
1000050,309,71,0,A
1000050,309,87,0,A
1000050,309,97,0,D
1000050,310,15,0,A
1000050,310,16,0,A
1000050,310,24,0,A
1000050,310,25,0,A
1000050,310,27,0,A
1000050,310,37,0,D
1000050,310,39,0,A
1000050,310,40,0,A
1000050,310,45,0,D
1000050,310,51,0,A
1000050,310,59,0,A
1000050,310,68,0,D
1000050,310,69,0,A
1000050,310,71,0,A
1000050,310,87,0,A
1000050,310,97,0,D
1000050,311,15,0,A
1000050,311,16,0,A
1000050,311,24,0,A
1000050,311,25,0,A
1000050,311,27,0,A
1000050,311,37,0,D
1000050,311,39,0,A
1000050,311,40,0,A
1000050,311,45,5,D
1000050,311,51,0,A
1000050,311,59,2,A
1000050,311,68,0,D
1000050,311,69,0,A
1000050,311,70,2,0
1000050,311,71,0,A
1000050,311,72,2,0
1000050,311,87,0,A
1000050,311,97,0,D
1000050,313,10,5,0
1000050,313,11,3,0
1000050,313,15,0,A
1000050,313,16,3,A
1000050,313,20,3,0
1000050,313,24,0,A
1000050,313,25,0,A
1000050,313,27,0,A
1000050,313,37,0,D
1000050,313,39,0,A
1000050,313,40,0,A
1000050,313,43,3,0
1000050,313,45,3,D
1000050,313,46,3,0
1000050,313,51,0,A
1000050,313,52,5,0
1000050,313,59,0,A
1000050,313,68,0,D
1000050,313,69,0,A
1000050,313,71,0,A
1000050,313,87,0,A
1000050,313,9,3,0
1000050,313,97,0,D
1000050,31401,15,0,A
1000050,31401,16,3,A
1000050,31401,24,0,A
1000050,31401,25,0,A
1000050,31401,27,3,A
1000050,31401,37,0,D
1000050,31401,39,0,A
1000050,31401,40,0,A
1000050,31401,45,0,D
1000050,31401,51,0,A
1000050,31401,59,0,A
1000050,31401,68,0,D
1000050,31401,69,0,A
1000050,31401,71,0,A
1000050,31401,87,0,A
1000050,31401,97,0,D
1000050,315,15,0,A
1000050,315,16,0,A
1000050,315,24,0,A
1000050,315,25,0,A
1000050,315,27,0,A
1000050,315,37,0,D
1000050,315,39,0,A
1000050,315,40,0,A
1000050,315,45,0,D
1000050,315,51,0,A
1000050,315,59,0,A
1000050,315,68,0,D
1000050,315,69,0,A
1000050,315,71,0,A
1000050,315,87,0,A
1000050,315,97,0,D
1000050,31582,15,0,A
1000050,31582,16,0,A
1000050,31582,24,0,A
1000050,31582,25,0,A
1000050,31582,27,0,A
1000050,31582,37,0,D
1000050,31582,39,0,A
1000050,31582,40,0,A
1000050,31582,45,0,D
1000050,31582,51,0,A
1000050,31582,59,0,A
1000050,31582,68,0,D
1000050,31582,69,0,A
1000050,31582,71,0,A
1000050,31582,87,0,A
1000050,31582,97,0,D
1000050,316,15,0,A
1000050,316,16,0,A
1000050,316,24,0,A
1000050,316,25,0,A
1000050,316,27,0,A
1000050,316,28,5,0
1000050,316,29,5,0
1000050,316,30,5,0
1000050,316,31,5,0
1000050,316,32,9,0
1000050,316,33,9,0
1000050,316,34,9,0
1000050,316,35,9,0
1000050,316,36,9,0
1000050,316,37,9,D
1000050,316,38,9,0
1000050,316,39,9,A
1000050,316,40,9,A
1000050,316,41,9,0
1000050,316,45,5,D
1000050,316,51,0,A
1000050,316,52,5,0
1000050,316,59,0,A
1000050,316,68,0,D
1000050,316,69,0,A
1000050,316,70,3,0
1000050,316,71,0,A
1000050,316,87,0,A
1000050,316,97,0,D
1000050,31642,15,5,A
1000050,31642,16,5,A
1000050,31642,24,0,A
1000050,31642,25,0,A
1000050,31642,27,0,A
1000050,31642,37,5,D
1000050,31642,39,5,A
1000050,31642,40,5,A
1000050,31642,45,5,D
1000050,31642,51,5,A
1000050,31642,59,3,A
1000050,31642,69,5,A
1000050,31642,70,5,0
1000050,31642,71,0,A
1000050,31642,87,0,A
1000050,31642,97,6,D
1000050,31642,98,5,0
1000050,317,15,0,A
1000050,317,16,0,A
1000050,317,24,0,A
1000050,317,25,0,A
1000050,317,27,0,A
1000050,317,37,0,D
1000050,317,39,0,A
1000050,317,40,0,A
1000050,317,45,5,D
1000050,317,51,0,A
1000050,317,59,0,A
1000050,317,68,0,D
1000050,317,69,0,A
1000050,317,71,0,A
1000050,317,87,0,A
1000050,317,97,0,D
1000050,31742,15,0,A
1000050,31742,16,0,A
1000050,31742,24,5,A
1000050,31742,25,0,A
1000050,31742,27,0,A
1000050,31742,37,0,D
1000050,31742,39,0,A
1000050,31742,40,0,A
1000050,31742,45,3,D
1000050,31742,51,3,A
1000050,31742,59,0,A
1000050,31742,68,0,D
1000050,31742,69,0,A
1000050,31742,71,0,A
1000050,31742,87,0,A
1000050,31742,97,0,D
1000050,31762,11,2,0
1000050,31762,12,2,0
1000050,31762,15,0,A
1000050,31762,16,0,A
1000050,31762,24,0,A
1000050,31762,25,0,A
1000050,31762,27,2,A
1000050,31762,37,0,D
1000050,31762,39,0,A
1000050,31762,40,0,A
1000050,31762,45,5,D
1000050,31762,51,5,A
1000050,31762,59,0,A
1000050,31762,68,0,D
1000050,31762,69,0,A
1000050,31762,71,0,A
1000050,31762,77,5,0
1000050,31762,87,0,A
1000050,31762,97,0,D
1000050,31782,15,5,A
1000050,31782,16,0,A
1000050,31782,24,5,A
1000050,31782,25,0,A
1000050,31782,27,0,A
1000050,31782,37,0,D
1000050,31782,39,4,A
1000050,31782,40,0,A
1000050,31782,45,5,D
1000050,31782,46,5,0
1000050,31782,51,0,A
1000050,31782,52,5,0
1000050,31782,59,0,A
1000050,31782,68,0,D
1000050,31782,69,0,A
1000050,31782,71,0,A
1000050,31782,87,0,A
1000050,31782,97,0,D
1000050,318,15,0,A
1000050,318,16,0,A
1000050,318,24,0,A
1000050,318,25,0,A
1000050,318,27,0,A
1000050,318,37,0,D
1000050,318,39,0,A
1000050,318,40,5,A
1000050,318,45,0,D
1000050,318,51,0,A
1000050,318,59,0,A
1000050,318,68,0,D
1000050,318,69,0,A
1000050,318,71,0,A
1000050,318,87,0,A
1000050,318,97,0,D
1000050,31862,15,0,A
1000050,31862,16,0,A
1000050,31862,24,0,A
1000050,31862,25,0,A
1000050,31862,27,0,A
1000050,31862,37,0,D
1000050,31862,39,0,A
1000050,31862,40,0,A
1000050,31862,45,0,D
1000050,31862,51,3,A
1000050,31862,59,0,A
1000050,31862,68,0,D
1000050,31862,69,0,A
1000050,31862,71,0,A
1000050,31862,87,0,A
1000050,31862,97,0,D
1000050,319,15,0,A
1000050,319,16,0,A
1000050,319,24,0,A
1000050,319,25,0,A
1000050,319,27,0,A
1000050,319,37,0,D
1000050,319,39,0,A
1000050,319,40,0,A
1000050,319,45,3,D
1000050,319,46,3,0
1000050,319,48,3,0
1000050,319,50,3,0
1000050,319,51,0,A
